5.645,583.92
5.736,584.57
5.8359,585.04
5.9163,584.63
5.9934,583.76
6.0811,581.96
6.177,578.39
6.2414,574.93
6.3171,569.82
6.4705,560.53
6.514,559.19
6.6287,560.49
6.7234,564.85
6.8008,569.41
6.9452,577.43
6.9681,578.58
7.1184,584.08
7.2039,586.32
7.3053,587.82
7.3859,588.73
7.5464,589.67
7.6581,589.6
7.7272,589.37
7.8994,588.14
7.9166,588.04
8.0351,586.84
8.1602,586.09
8.3465,588.74
8.4485,592.11
8.5494,595.12
8.6258,596.61
8.7858,598.56
8.8557,598.96
8.9915,599.33
9.144,599.47
9.2676,599.47
9.363,599.43
9.4177,599.39
9.6336,599.34
9.773,599.61
9.9103,599.85
10.011,599.93
10.124,599.96
10.208,599.96
10.351,599.95
10.464,599.88
10.644,599.54
10.708,599.29
10.836,598.44
11.001,594.89
11.139,583.08
11.25,556.98
11.504,415.96
11.606,363.04
11.705,318.2
11.861,275.58
11.97,259.89
12.229,241.38
12.349,237.49
12.517,234.87
12.62,234.08
12.76,233.81
13.013,234.77
13.218,236.2
13.487,238.41
13.685,240.17
13.879,241.77
14.314,244.74
14.949,246.68
43.148,247.6
43.385,250.99
43.519,252.75
43.608,254.2
43.79,256.7
43.937,259.09
44.083,261.27
44.163,262.54
44.365,265.63
44.533,268.19
44.667,269.91
44.781,272.05
44.883,273.54
45.021,275.53
45.102,277.03
45.164,277.91
45.264,279.42
45.443,282.22
45.555,283.63
45.598,284.42
45.759,286.61
45.873,288.28
45.912,288.8
46.042,290.39
46.16,291.92
46.202,292.38
46.334,293.91
46.417,294.73
46.53,295.83
46.625,296.5
46.693,296.75
6.2463,582.36
6.3944,582.6
6.5569,581.16
6.6879,578.41
6.8131,574.02
6.9556,566.8
7.1102,559.98
7.2144,558.93
7.3364,561.68
7.5831,573.25
7.6529,576.76
7.8364,583.07
7.9871,586.56
8.1104,588.48
8.3384,590.31
8.3746,590.43
8.6103,590.43
8.7441,589.66
8.9015,588.5
9.0262,587.62
9.2741,588.59
9.4455,592.49
9.5513,595.22
9.8137,598.76
9.8398,598.91
10.02,599.39
10.209,599.54
10.49,599.45
10.643,599.38
10.795,599.55
10.909,599.77
11.15,599.95
11.255,599.96
11.459,599.93
11.69,599.57
11.877,598.36
12.023,595.08
12.107,589.67
12.443,470.58
12.662,337.78
12.884,272.39
13.049,254.05
13.24,244.75
13.384,241.48
13.639,239.79
13.851,240.86
14.214,243.58
14.355,244.98
14.667,247.72
15.188,251.53
43.786,254.57
43.952,257.11
44.269,262.21
44.39,264.33
44.499,266.07
44.663,268.91
44.763,270.49
44.974,274.37
45.072,276.09
45.179,277.85
45.229,278.72
45.307,280.14
45.417,281.9
45.485,283.07
45.558,283.89
45.608,284.99
45.64,285.57
45.69,286.35
45.719,286.63
45.729,286.72
45.765,287.44
45.784,287.7
45.793,287.62
45.812,287.95
45.822,288.09
45.832,288.09
45.839,287.95
45.849,287.86
45.856,287.93
45.863,288.08
45.869,287.66
45.878,287.58
45.877,287.51
45.884,287.61
45.889,287.36
45.903,287.53
45.927,287.3
45.943,287.1
45.951,287.19
45.983,287.29
46.01,287.07
46.017,287.28
46.052,287.44
46.088,287.37
46.103,287.27
46.153,287.71
46.187,287.7
46.236,288.35
46.282,288.6
46.317,288.92
6.4661,580.72
6.634,580.87
6.8181,579.17
6.966,575.76
7.1073,569.89
7.2677,563.23
7.4415,558.91
7.5584,560.18
7.6952,564.98
7.9709,577.15
8.0489,579.89
8.2532,585.5
8.4208,588.52
8.5575,589.84
8.8101,591.03
8.85,590.97
9.1102,590.38
9.2576,589.5
9.4307,588.21
9.5678,587.91
9.8397,592.06
10.028,596.25
10.143,597.96
10.431,599.36
10.459,599.41
10.656,599.56
10.863,599.53
11.17,599.44
11.338,599.72
11.504,599.91
11.63,599.96
11.894,599.94
12.01,599.85
12.237,599.1
12.494,592.92
12.704,549.83
12.87,447.73
12.966,382.11
13.352,262.25
13.611,247.4
13.878,243.94
14.082,244.29
14.328,246.14
14.521,247.91
14.888,251.7
15.24,254.78
44.275,259.99
44.381,261.87
44.58,265.05
44.813,269.33
44.989,272.39
45.119,274.89
45.359,279.4
45.45,281.11
45.524,282.53
45.616,284.32
45.678,285.29
45.793,287.54
45.829,288.09
45.876,288.84
45.897,289.29
45.911,289.47
45.935,290.09
45.945,290.33
45.943,290.6
45.932,290.45
45.92,290.45
45.895,290.19
45.881,289.88
45.874,289.81
45.844,289.53
45.829,289.35
45.816,288.99
45.787,288.76
45.767,288.41
45.748,287.8
45.739,287.77
45.714,287.16
45.697,286.56
45.686,286.33
45.682,285.51
45.675,285.95
45.674,285.5
45.672,285.14
45.672,284.95
45.675,284.68
45.682,284.59
45.693,284.1
45.698,284.21
45.723,284.04
45.751,283.98
45.759,283.68
45.791,283.7
45.827,283.67
45.841,283.75
45.889,283.85
45.921,283.83
45.972,283.83
46.02,284.04
46.055,284.17
6.8921,577.94
7.0954,578.11
7.3172,575.76
7.4946,573.34
7.6635,568.65
7.8544,562.42
8.0601,558.92
8.1981,560.07
8.3589,564.7
8.6818,576.62
8.7725,579.47
