11.049,584.82
11.045,584.8
11.046,584.78
11.049,584.75
11.045,584.77
11.045,584.74
11.046,584.69
11.046,584.59
11.046,584.57
11.046,584.51
11.046,584.52
11.046,584.47
11.046,584.33
11.047,584.26
11.047,584.23
11.047,584.13
11.047,584.12
11.047,583.99
11.048,583.84
11.048,583.7
11.048,583.58
11.049,583.58
11.048,583.41
11.049,583.25
11.049,583.04
11.049,582.88
11.05,582.59
11.05,582.4
11.049,582.16
11.05,581.97
11.05,581.74
11.051,581.19
11.051,580.91
11.05,580.77
11.051,579.99
11.051,579.66
11.051,579.26
11.052,578.31
11.052,577.95
11.052,577.52
11.052,576.91
11.053,575.65
11.053,575.25
11.053,573.74
11.053,572.89
11.056,571.19
11.052,569.66
11.053,568.14
11.052,567.88
11.057,565.87
11.053,563.71
11.053,561.81
11.057,558.62
11.057,556.78
11.058,554.44
11.058,551.86
11.059,548.31
11.059,543.9
11.061,540.35
11.061,539.61
11.06,533.68
11.059,525.92
11.062,523.66
11.059,515.66
11.062,508.83
11.059,498.48
11.059,490.21
11.06,477.73
11.064,467.83
11.064,451.23
11.065,434.37
11.063,401.08
11.064,392.02
11.067,371.04
11.069,355.77
11.07,328.54
11.067,317.6
11.068,304.08
11.072,300.77
11.073,291.36
11.075,200.41
11.075,237.92
11.076,246.95
11.077,247.72
11.076,241.27
11.08,236.03
11.078,230.83
11.08,222.59
11.087,214.46
11.084,213.15
11.091,208.91
11.092,207.01
11.097,206.12
11.101,206.07
11.1,206.25
11.103,207.11
11.113,208.65
11.116,209.5
11.12,210.66
11.131,211.76
11.049,584.82
11.045,584.8
11.05,584.75
11.048,584.79
11.048,584.82
11.048,584.68
11.049,584.65
11.048,584.58
11.048,584.58
11.048,584.6
11.049,584.45
11.049,584.4
11.05,584.33
11.05,584.31
11.049,584.21
11.05,584.14
11.049,584.09
11.049,583.97
11.05,583.81
11.051,583.7
11.05,583.53
11.051,583.46
11.051,583.39
11.052,583.16
11.051,583
11.052,582.82
11.052,582.53
11.052,582.33
11.052,582.1
11.052,581.89
11.052,581.66
11.053,581.11
11.054,580.8
11.054,580.66
11.054,579.87
11.053,579.53
11.054,579.13
11.055,578.16
11.054,577.77
11.055,577.34
11.055,576.7
11.056,575.42
11.056,575.01
11.056,573.45
11.056,572.59
11.057,570.84
11.057,569.26
11.055,567.74
11.056,567.44
11.055,565.37
11.056,563.13
11.058,561.2
11.06,557.93
11.06,556.04
11.061,553.64
11.06,550.92
11.058,547.25
11.062,542.7
11.062,538.95
11.062,538.17
11.063,531.89
11.062,523.59
11.062,521.16
11.062,512.6
11.066,504.87
11.062,493.29
11.063,483.84
11.064,469.31
11.064,457.96
11.065,438.4
11.066,419.27
11.068,382.95
11.072,373.67
11.069,352.94
11.073,338.57
11.074,313.6
11.072,303.68
11.074,289.44
11.078,283.61
11.079,204.9
11.081,221.92
11.081,235.44
11.082,235.84
11.084,229.22
11.086,222.93
11.09,218.77
11.088,215.02
11.091,209.92
11.099,205.84
11.097,205.2
11.105,204.58
11.109,204.96
11.112,206.23
11.119,208.47
11.126,209.52
11.129,211.84
11.142,215.05
11.152,216.71
11.161,218.15
11.177,219.75
11.047,584.82
11.047,584.88
11.047,584.82
11.048,584.74
11.048,584.73
11.047,584.68
11.047,584.61
11.046,584.6
11.046,584.56
11.048,584.48
11.047,584.48
11.048,584.45
11.047,584.32
11.049,584.3
11.049,584.29
11.049,584.14
11.048,584.05
11.049,583.94
11.049,583.82
11.05,583.67
11.05,583.57
11.05,583.44
11.049,583.35
11.051,583.14
11.051,582.96
11.05,582.78
11.051,582.5
11.05,582.31
11.052,582.03
11.052,581.83
11.052,581.58
11.053,581.07
11.053,580.74
11.053,580.59
11.053,579.8
11.054,579.47
11.054,579.02
11.054,578.04
11.054,577.65
11.055,577.23
11.054,576.58
11.055,575.24
11.055,574.84
11.056,573.24
11.056,572.39
11.056,570.59
11.058,568.98
11.06,567.4
11.058,567.12
11.06,565.01
11.06,562.75
11.058,560.75
11.06,557.4
11.06,555.48
11.06,553.03
11.061,550.25
11.06,546.44
11.061,541.69
11.061,537.85
11.061,537.03
11.065,530.51
11.064,521.73
11.064,519.19
11.067,509.85
11.065,501.63
11.068,488.95
11.068,478.41
11.069,462.19
11.068,449.34
11.069,427.8
11.069,406.63
11.07,368.91
11.072,359.73
11.073,339.82
11.076,326.34
11.076,303.18
11.077,293.96
11.082,277.7
11.083,284.48
11.086,202
11.086,224.42
11.089,226.65
11.088,224.81
11.092,217.36
11.094,212.35
11.098,209.55
11.097,207.08
11.103,204.16
11.111,203.1
11.11,203.12
11.117,204.66
11.124,207.14
11.132,209.36
11.141,213.35
11.149,215.2
11.157,218.28
11.181,222.14
11.195,224.02
11.213,225.33
11.235,227.15
11.045,584.82
11.046,584.78
11.046,584.82
11.045,584.71
11.046,584.67
11.045,584.7
11.046,584.61
11.046,584.56
11.046,584.55
11.047,584.47
11.047,584.54
11.048,584.39
11.048,584.29
11.048,584.22
11.048,584.26
11.048,584.11
11.048,584.05
11.049,583.93
11.048,583.79
11.049,583.61
11.05,583.55
11.05,583.45
11.05,583.31
11.051,583.09
11.051,582.92
11.051,582.74
11.051,582.45
11.052,582.24
11.052,581.96
11.052,581.76
11.052,581.5
11.053,580.95
11.053,580.62
11.053,580.48
11.054,579.66
11.054,579.29
11.054,578.89
11.055,577.87
11.055,577.47
11.055,577.02
11.055,576.36
11.056,575
11.056,574.58
11.057,572.95
11.057,572.06
11.058,570.23
11.06,568.57
11.06,566.94
11.061,566.65
11.061,564.49
11.062,562.16
11.062,560.09
11.063,556.64
11.064,554.63
11.064,552.1
11.063,549.18
11.066,545.25
11.064,540.26
11.064,536.2
11.064,535.35
11.068,528.36
11.067,518.84
11.067,516.01
11.07,505.68
11.072,496.45
11.07,481.62
11.07,469.17
11.072,450.11
11.074,434.92
11.076,409.9
11.075,386.54
11.077,348.39
11.078,339.77
11.079,321.68
11.079,309.58
11.083,288.92
11.085,275.7
11.09,225.8
11.089,186.85
11.094,211.87
11.094,215.28
11.1,211.96
11.1,209.91
11.107,204.5
11.111,202.02
11.113,200.92
11.117,200.41
11.12,200.83
11.132,204.59
11.135,205.45
11.146,210.66
11.161,215.45
11.17,219.62
11.193,225
11.202,227.01
11.227,230.62
11.275,233.63
11.314,234.3
11.363,234.36
11.451,233.68
11.044,584.81
11.045,584.86
11.045,584.74
11.046,584.76
11.046,584.66
11.046,584.65
11.047,584.62
11.046,584.63
11.047,584.53
11.046,584.46
11.048,584.42
11.048,584.45
11.048,584.35
11.049,584.2
11.049,584.18
11.048,584.17
11.048,584.08
11.05,583.91
11.05,583.81
11.05,583.65
11.051,583.48
11.051,583.43
11.051,583.34
11.051,583.05
11.052,582.9
11.052,582.71
11.051,582.41
11.052,582.19
11.053,581.93
11.053,581.72
11.053,581.46
11.054,580.87
11.054,580.56
11.054,580.41
11.055,579.59
11.055,579.2
11.055,578.78
11.056,577.74
11.056,577.35
11.056,576.87
11.057,576.21
11.057,574.83
11.057,574.4
11.058,572.75
11.058,571.83
11.059,569.96
11.061,568.27
11.06,566.62
11.061,566.32
11.062,564.1
11.063,561.73
11.063,559.63
11.064,556.08
11.064,554.03
11.065,551.43
11.066,548.45
11.069,544.38
11.068,539.21
11.066,534.97
11.066,534.08
11.068,526.72
11.069,516.63
11.07,513.6
11.073,502.43
11.072,492.1
11.074,475.77
11.075,461.85
11.076,439.98
11.076,423.06
11.078,395.76
11.081,371.43
11.083,334.34
11.084,326.32
11.084,309.63
11.084,298.52
11.089,276.89
11.093,276.37
11.099,183.12
11.098,191.4
11.101,207.9
11.104,206.86
11.108,203.62
11.11,201.82
11.116,198.94
11.122,198.1
11.126,198.68
11.129,199.59
11.138,203.1
11.154,209.9
11.156,211.49
11.175,218.95
11.197,225.06
11.213,229.76
11.248,234.2
11.268,235.04
11.316,235.13
11.428,232.85
11.56,230.98
142.86,228.95
142.86,226.67
11.045,584.96
11.045,584.87
11.046,584.72
11.045,584.82
11.047,584.64
11.047,584.64
11.047,584.57
11.046,584.56
11.045,584.53
11.048,584.46
11.048,584.42
11.047,584.36
11.049,584.3
11.049,584.23
11.048,584.18
11.049,584.1
11.05,584.01
11.05,583.93
11.051,583.73
11.051,583.56
11.051,583.43
11.051,583.34
11.052,583.26
11.052,583.04
11.052,582.85
11.053,582.67
11.053,582.35
11.053,582.13
11.054,581.87
11.054,581.64
11.054,581.39
11.055,580.78
11.054,580.46
11.055,580.31
11.056,579.46
11.056,579.08
11.057,578.64
11.057,577.57
11.057,577.17
11.058,576.69
11.058,576.03
11.059,574.61
11.059,574.18
11.06,572.47
11.06,571.54
11.063,569.63
11.062,567.89
11.062,566.19
11.062,565.89
11.067,563.61
11.064,561.17
11.065,559
11.066,555.35
11.066,553.24
11.067,550.55
11.069,547.46
11.07,543.21
11.071,537.78
11.072,533.31
11.072,532.36
11.072,524.49
11.073,513.5
11.073,510.16
11.078,497.58
11.078,485.96
11.079,466.88
11.08,450.51
11.081,425.14
11.081,405.71
11.082,375.94
11.084,351.42
11.087,317.13
11.09,309.96
11.092,295.07
11.094,285.41
11.098,271.63
11.102,188.36
11.106,193.38
11.108,196.89
11.113,199.75
11.117,197.51
11.124,195.75
11.124,195.36
11.135,195.94
11.141,198.3
11.149,200.78
11.153,203.82
11.168,211.11
11.195,222.51
11.199,224.55
11.233,233.08
11.271,235.56
11.31,234.39
11.398,230.61
11.458,228.7
142.86,224.9
142.86,219.77
142.86,217.08
142.86,214.64
142.86,211.85
11.045,584.8
11.046,584.75
11.045,584.79
11.045,584.8
11.045,584.71
11.045,584.71
11.047,584.57
11.045,584.62
11.046,584.53
11.048,584.45
11.048,584.48
11.048,584.34
11.049,584.28
11.049,584.17
11.048,584.16
11.05,584.05
11.05,584.01
11.051,583.87
11.051,583.72
11.051,583.56
11.052,583.41
11.052,583.33
11.052,583.29
11.052,583.08
11.053,582.83
11.053,582.66
11.054,582.31
11.054,582.12
11.054,581.83
11.054,581.61
11.055,581.34
11.055,580.78
11.056,580.46
11.056,580.29
11.056,579.41
11.057,579.03
11.057,578.61
11.058,577.53
11.058,577.12
11.058,576.63
11.059,575.95
11.059,574.51
11.059,574.07
11.06,572.43
11.061,571.41
11.062,569.49
11.063,567.71
11.063,566
11.063,565.7
11.065,563.4
11.065,560.94
11.066,558.73
11.067,555.04
11.068,552.9
11.068,550.17
11.07,547.02
11.068,542.71
11.07,537.16
11.073,532.58
11.073,531.6
11.074,523.47
11.074,512.1
11.075,508.58
11.079,495.36
11.079,483.03
11.08,462.58
11.082,445.1
11.083,418.07
11.083,397.53
11.085,367.24
11.086,343.04
11.09,310.2
11.093,303.39
11.096,289.24
11.1,279.98
11.102,257.56
11.105,174.57
11.111,193.88
11.113,195.68
11.119,196.34
11.123,194.45
11.132,193.58
11.131,193.87
11.144,196.44
11.154,200.04
11.161,203.67
11.169,207.62
11.186,216.92
11.218,229.25
11.223,231.48
11.268,235.48
11.322,233.19
11.384,229.82
11.551,224.66
11.789,222.51
142.86,218.27
142.86,213.06
142.86,210.25
142.86,207.7
142.86,205.01
11.045,584.81
11.045,584.75
11.045,584.79
11.046,584.71
11.048,584.64
11.048,584.64
11.049,584.57
11.047,584.55
11.048,584.53
11.049,584.46
11.049,584.43
11.049,584.32
11.048,584.44
11.051,584.19
11.051,584.17
11.051,584.11
11.051,583.96
11.052,583.89
11.052,583.68
11.052,583.53
11.053,583.36
11.053,583.29
11.054,583.19
11.054,582.96
11.054,582.76
11.055,582.59
11.055,582.24
11.055,582.03
11.056,581.73
11.056,581.51
11.057,581.23
11.058,580.67
11.058,580.29
11.058,580.13
11.06,579.31
11.06,578.85
11.06,578.38
11.061,577.27
11.061,576.87
11.062,576.36
11.062,575.64
11.063,574.16
11.063,573.71
11.064,571.93
11.064,570.95
11.067,568.95
11.067,567.11
11.067,565.34
11.067,565.02
11.069,562.63
11.07,560.05
11.07,557.75
11.071,553.89
11.072,551.62
11.073,548.74
11.072,545.41
11.075,540.76
11.077,534.77
11.076,529.71
11.076,528.61
11.079,519.51
11.081,506.27
11.082,502.09
11.085,485.97
11.084,470.45
